time 1
and 1
fortify 1
your 1
self 1
in 1
your 1
decay 1
with 1
means 1
more 1
blessed 1
than 1
my 1
barren 1
rhyme 1
now 1
stand 1
you 1
on 1
the 1
top 1
of 1
happy 1
hours 1
and 1
many 1
maiden 1
gardens 1
yet 1
unset 1
with 1
virtuous 1
wish 1
would 1
bear 1
you 1
living 1
flowers 1
much 1
liker 1
than 1
your 1
painted 1
counterfeit 1
so 1
should 1
the 1
lines 1
of 1
life 1
that 1
life 1
repair 1
which 1
this 1
time's 1
pencil 1
or 1
my 1
pupil 1
pen 1
neither 1
in 1
inward 1
worth 1
nor 1
outward 1
fair 1
can 1
make 1
you 1
live 1
your 1
self 1
in 1
eyes 1
of 1
men 1
to 1
give 1
away 1
yourself 1
keeps 1
yourself 1
still 1
and 1
you 1
must 1
live 1
drawn 1
by 1
your 1
own 1
sweet 1
skill 1
who 1
will 1
believe 1
my 1
verse 1
in 1
time 1
to 1
come 1
if 1
it 1
were 1
filled 1
with 1
your 1
most 1
high 1
deserts 1
though 1
yet 1
heaven 1
knows 1
it 1
is 1
but 1
as 1
a 1
tomb 1
which 1
hides 1
your 1
life 1
and 1
shows 1
not 1
half 1
your 1
parts 1
if 1
i 1
could 1
write 1
the 1
beauty 1
of 1
your 1
eyes 1
and 1
in 1
fresh 1
numbers 1
number 1
all 1
your 1
graces 1
the 1
age 1
to 1
come 1
would 1
say 1
'this 1
poet 1
lies 1
such 1
heavenly 1
touches 1
ne'er 1
touched 1
earthly 1
faces 1
' 1
so 1
should 1
my 1
papers 1
yellowed 1
with 1
their 1
age 1
be 1
scorned 1
like 1
old 1
men 1
of 1
less 1
truth 1
than 1
tongue 1
and 1
your 1
true 1
rights 1
be 1
termed 1
a 1
poet's 1
rage 1
and 1
stretched 1
metre 1
of 1
an 1
antique 1
song 1
but 1
were 1
some 1
child 1
of 1
yours 1
alive 1
that 1
time 1
you 1
should 1
live 1
twice 1
in 1
it 1
and 1
in 1
my 1
rhyme 1
shall 1
i 1
compare 1
thee 1
to 1
a 1
summer's 1
day 1
thou 1
art 1
more 1
lovely 1
and 1
more 1
temperate 1
rough 1
winds 1
do 1
shake 1
the 1
darling 1
buds 1
of 1
may 1
and 1
summer's 1
lease 1
hath 1
all 1
too 1
short 1
a 1
date 1
sometime 1
too 1
hot 1
the 1
eye 1
of 1
heaven 1
shines 1
and 1
often 1
is 1
his 1
gold 1
complexion 1
dimmed 1
and 1
every 1
fair 1
from 1
fair 1
sometime 1
declines 1
by 1
chance 1
or 1
nature's 1
changing 1
course 1
untrimmed 1
but 1
thy 1
eternal 1
summer 1
shall 1
not 1
fade 1
nor 1
lose 1
possession 1
of 1
that 1
fair 1
thou 1
ow'st 1
nor 1
shall 1
death 1
brag 1
thou 1
wander'st 1
in 1
his 1
shade 1
when 1
in 1
eternal 1
lines 1
to 1
time 1
thou 1
grow'st 1
so 1
long 1
as 1
men 1
can 1
breathe 1
or 1
eyes 1
can 1
see 1
so 1
long 1
lives 1
this 1
and 1
this 1
gives 1
life 1
to 1
thee 1
devouring 1
time 1
blunt 1
thou 1
the 1
lion's 1
paws 1
and 1
make 1
the 1
earth 1
devour 1
her 1
own 1
sweet 1
brood 1
pluck 1
the 1
keen 1
teeth 1
from 1
the 1
fierce 1
tiger's 1
jaws 1
and 1
burn 1
the 1
long-lived 1
phoenix 1
in 1
her 1
blood 1
make 1
glad 1
and 1
sorry 1
seasons 1
as 1
thou 1
fleet'st 1
and 1
do 1
whate'er 1
thou 1
